Emissao_CO2,Classificacao_Emissao,Consumo,Classificacao_consumo,Tipo_edificio,Estado_edificio,Ano_construcao,Superficie_m2,Municipio,Provincia,Classificacao
31.18,E,148.2,E,Vivienda individual,Existente,2009,63.4,HUESCA,HUESCA,EE
41.1,E,194.25,E,Vivienda individual,Existente,1970,58,HUESCA,HUESCA,EE
47.7,E,281.56,E,Vivienda individual,Existente,1990,126.28,HUESCA,HUESCA,EE
53.85,E,205.96,E,Vivienda individual,Existente,1976,89,HUESCA,HUESCA,EE
73.2,F,432.1,G,Vivienda individual,Existente,1970,57.95,HUESCA,HUESCA,FG
34.43,E,164.4,E,Vivienda individual,Existente,1971,90.9,HUESCA,HUESCA,EE
63.72,F,245.28,E,Vivienda individual,Existente,1968,82,HUESCA,HUESCA,FE
72.02,F,315.87,F,Vivienda individual,Existente,1971,63.89,HUESCA,HUESCA,FF
60.24,E,288.07,F,Vivienda individual,Existente,2005,66.65,HUESCA,HUESCA,EF
38.76,E,184.12,E,Vivienda individual,Existente,1993,46.65,HUESCA,HUESCA,EE
76.19,G,401.21,G,Vivienda individual,Existente,1940,42.4,HUESCA,HUESCA,GG
48.55,E,230.26,E,Vivienda individual,Existente,2006,101.34,HUESCA,HUESCA,EE
11.38,B,54.9,B,Vivienda individual,Existente,2019,77,HUESCA,HUESCA,BB
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
39.99,E,173.85,E,Vivienda individual,Existente,2002,100.83,HUESCA,HUESCA,EE
50.43,E,238.21,E,Vivienda individual,Existente,1970,52.45,HUESCA,HUESCA,EE
38.43,E,181.72,E,Bloque completo,Existente,1983,1623.68,HUESCA,HUESCA,EE
47.33,E,228.12,E,Vivienda individual,Existente,1966,58,HUESCA,HUESCA,EE
23.23,D,111.62,D,Vivienda individual,Existente,1998,105.94,HUESCA,HUESCA,DD
9.6,B,56.66,B,Bloque completo,Proyecto Reforma,2013,237.74,HUESCA,HUESCA,BB
35.83,E,169.21,E,Vivienda individual,Existente,2007,64,HUESCA,HUESCA,EE
45.57,E,216.25,E,Vivienda individual,Existente,2017,64.75,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
39.32,E,186.57,E,Bloque completo,Existente,1995,4255,HUESCA,HUESCA,EE
63.77,F,320.06,F,Vivienda individual,Existente,1920,57,HUESCA,HUESCA,FF
43.54,E,207.19,E,Vivienda individual,Existente,1958,87.32,HUESCA,HUESCA,EE
57.39,E,271.87,E,Vivienda individual,Existente,1946,88.5,HUESCA,HUESCA,EE
48.71,E,219.87,E,Vivienda individual,Existente,1967,71.65,HUESCA,HUESCA,EE
24.74,D,117.17,D,Vivienda individual,Existente,1984,112.33,HUESCA,HUESCA,DD
36.8,E,159.59,E,Vivienda individual,Existente,1961,125,HUESCA,HUESCA,EE
63.11,F,298.98,F,Vivienda individual,Existente,2007,62.35,HUESCA,HUESCA,FF
59.46,E,282.28,E,Vivienda individual,Existente,1963,41.7,HUESCA,HUESCA,EE
37.74,E,179.31,E,Vivienda individual,Existente,1995,88.06,HUESCA,HUESCA,EE
18.18,B,93.63,C,Unifamiliar,Existente,2006,204,HUESCA,HUESCA,BC
69.44,F,328.67,F,Vivienda individual,Existente,1991,138.82,HUESCA,HUESCA,FF
72.61,F,428.66,G,Vivienda individual,Existente,1967,66.05,HUESCA,HUESCA,FG
57.72,E,273.11,E,Vivienda individual,Existente,1970,68,HUESCA,HUESCA,EE
54.45,E,258.4,E,Vivienda individual,Existente,1888,84,HUESCA,HUESCA,EE
85.9,F,328.26,E,Unifamiliar,Existente,1977,205.2,HUESCA,HUESCA,FE
79.33,G,376.65,G,Vivienda individual,Existente,1950,79,HUESCA,HUESCA,GG
78.53,G,374.68,G,Vivienda individual,Existente,2000,114.39,HUESCA,HUESCA,GG
51.5,E,196.02,E,Vivienda individual,Existente,1978,95.54,HUESCA,HUESCA,EE
42.33,E,200.33,E,Vivienda individual,Existente,1971,96.46,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
65.11,F,308.48,F,Vivienda individual,Existente,1888,59.97,HUESCA,HUESCA,FF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
47.46,E,224.96,E,Vivienda individual,Existente,1970,55.73,HUESCA,HUESCA,EE
51.14,E,242.97,E,Vivienda individual,Existente,1987,162,HUESCA,HUESCA,EE
36.53,E,186.39,E,Vivienda individual,Existente,1964,65.5,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
39.18,E,185.78,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
62.05,E,294.4,F,Vivienda individual,Existente,1993,39.02,HUESCA,HUESCA,EF
41.5,E,196.46,E,Vivienda individual,Existente,2008,66.4,HUESCA,HUESCA,EE
66.8,F,325.82,F,Bloque completo,Existente,1969,531.46,HUESCA,HUESCA,FF
66.8,F,325.82,F,Bloque completo,Existente,1969,531.46,HUESCA,HUESCA,FF
66.8,F,325.82,F,Bloque completo,Existente,1969,531.46,HUESCA,HUESCA,FF
66.8,F,325.82,F,Bloque completo,Existente,1969,531.46,HUESCA,HUESCA,FF
67.15,F,317.72,F,Vivienda individual,Existente,1971,60.42,HUESCA,HUESCA,FF
61.65,E,292.07,F,Vivienda individual,Existente,1970,79.13,HUESCA,HUESCA,EF
42.03,E,161.55,E,Vivienda individual,Existente,1975,150,HUESCA,HUESCA,EE
34.05,E,161.72,E,Vivienda individual,Existente,1976,130,HUESCA,HUESCA,EE
26.99,D,129.03,D,Vivienda individual,Existente,1988,95.3,HUESCA,HUESCA,DD
51,E,241.88,E,Vivienda individual,Existente,1960,76.8,HUESCA,HUESCA,EE
61.39,E,290.76,F,Vivienda individual,Existente,1992,60,HUESCA,HUESCA,EF
55.93,E,212.39,E,Vivienda individual,Existente,1987,56.66,HUESCA,HUESCA,EE
28.27,D,133.61,D,Vivienda individual,Existente,1967,61,HUESCA,HUESCA,DD
71.88,F,274.66,E,Vivienda individual,Existente,1977,94.42,HUESCA,HUESCA,FE
69.13,F,327.42,F,Vivienda individual,Existente,1957,42.47,HUESCA,HUESCA,FF
82.02,G,388.44,G,Vivienda individual,Existente,1987,50.06,HUESCA,HUESCA,GG
50.92,E,241.24,E,Vivienda individual,Existente,1982,101,HUESCA,HUESCA,EE
41.79,E,198.24,E,Vivienda individual,Existente,1983,90.35,HUESCA,HUESCA,EE
46.82,E,221.67,E,Vivienda individual,Existente,1995,69.83,HUESCA,HUESCA,EE
50.48,E,278.82,E,Vivienda individual,Existente,1888,64,HUESCA,HUESCA,EE
76.23,G,361.68,G,Vivienda individual,Existente,1981,67.4,HUESCA,HUESCA,GG
58.2,C,343.59,D,Local,Existente,1977,64,HUESCA,HUESCA,CD
46.19,E,219.16,E,Vivienda individual,Existente,1963,60,HUESCA,HUESCA,EE
30,D,142.68,E,Vivienda individual,Existente,1979,111,HUESCA,HUESCA,DE
71.53,F,272.63,E,Vivienda individual,Existente,1985,62,HUESCA,HUESCA,FE
14.6,B,65.26,B,Unifamiliar,Existente,2009,82,HUESCA,HUESCA,BB
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
60.66,E,287.42,F,Bloque completo,Existente,1975,4606,HUESCA,HUESCA,EF
47.92,E,227.48,E,Vivienda individual,Existente,1970,56.1,HUESCA,HUESCA,EE
45.25,E,214.98,E,Vivienda individual,Existente,2001,184.7,HUESCA,HUESCA,EE
37.66,E,179.27,E,Vivienda individual,Existente,1991,140,HUESCA,HUESCA,EE
32.51,E,154.08,E,Vivienda individual,Existente,1997,248.99,HUESCA,HUESCA,EE
54.24,E,256.49,E,Vivienda individual,Existente,1900,95.54,HUESCA,HUESCA,EE
18.89,C,90.85,D,Vivienda individual,Existente,2006,121,HUESCA,HUESCA,CD
40.11,D,236.79,D,Local,Existente,1979,140.35,HUESCA,HUESCA,DD
40.11,D,236.79,D,Local,Existente,1979,140.35,HUESCA,HUESCA,DD
89.2,G,526.57,G,Vivienda individual,Existente,1956,45,HUESCA,HUESCA,GG
42.55,E,202.87,E,Vivienda individual,Existente,1994,85.88,HUESCA,HUESCA,EE
49.69,E,235.05,E,Vivienda individual,Existente,1970,62.91,HUESCA,HUESCA,EE
36.32,E,172.08,E,Vivienda individual,Existente,1992,82.56,HUESCA,HUESCA,EE
45.07,E,213.7,E,Vivienda individual,Existente,1977,83,HUESCA,HUESCA,EE
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
58.55,C,345.67,D,Local,Existente,1980,184,HUESCA,HUESCA,CD
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
30.45,D,117.97,D,Vivienda individual,Existente,1982,90,HUESCA,HUESCA,DD
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
67.34,F,397.53,G,Bloque completo,Existente,1987,2480,HUESCA,HUESCA,FG
115.96,G,573.64,G,Vivienda individual,Existente,2003,56.4,HUESCA,HUESCA,GG
37.11,E,179.67,E,Vivienda individual,Existente,1958,98,HUESCA,HUESCA,EE
30.87,D,147.92,E,Vivienda individual,Existente,2008,61.88,HUESCA,HUESCA,DE
30.41,D,144.52,E,Vivienda individual,Existente,2008,57.54,HUESCA,HUESCA,DE
50.34,E,194.03,E,Vivienda individual,Existente,1984,86.88,HUESCA,HUESCA,EE
53.19,E,200.84,E,Vivienda individual,Existente,1982,112.29,HUESCA,HUESCA,EE
30.41,D,144.52,E,Vivienda individual,Existente,2008,57.54,HUESCA,HUESCA,DE
30.32,D,144.09,E,Vivienda individual,Existente,2008,57.54,HUESCA,HUESCA,DE
31.13,D,149.02,E,Vivienda individual,Existente,2008,65.08,HUESCA,HUESCA,DE
36.31,E,175.03,E,Vivienda individual,Existente,2004,65,HUESCA,HUESCA,EE
63.44,E,310.6,E,Vivienda individual,Existente,1970,66,HUESCA,HUESCA,EE
42.59,E,186.13,E,Vivienda individual,Existente,1984,90.35,HUESCA,HUESCA,EE
23.6,D,107.5,D,Vivienda individual,Existente,1955,73.56,HUESCA,HUESCA,DD
51.44,E,197.08,E,Vivienda individual,Existente,1992,48,HUESCA,HUESCA,EE
51.13,E,251.42,E,Vivienda individual,Existente,2007,42.63,HUESCA,HUESCA,EE
66.92,E,330.84,F,Vivienda individual,Existente,1968,78,HUESCA,HUESCA,EF
36.11,E,177.49,E,Vivienda individual,Existente,2005,42,HUESCA,HUESCA,EE
74.28,E,366.71,F,Vivienda individual,Existente,1991,90.74,HUESCA,HUESCA,EF
43.92,E,213.88,E,Vivienda individual,Existente,1968,59.3,HUESCA,HUESCA,EE
84.81,F,418.79,G,Vivienda individual,Existente,1962,53.37,HUESCA,HUESCA,FG
40.22,E,195.49,E,Vivienda individual,Existente,2007,48.93,HUESCA,HUESCA,EE
29.56,D,142.95,E,Vivienda individual,Existente,1990,103.74,HUESCA,HUESCA,DE
37.57,E,182.7,E,Vivienda individual,Existente,1971,70.28,HUESCA,HUESCA,EE
73.15,E,358.18,F,Vivienda individual,Existente,1966,66.59,HUESCA,HUESCA,EF
45.68,E,224.35,E,Vivienda individual,Existente,2006,45.66,HUESCA,HUESCA,EE
34.79,E,159.6,E,Vivienda individual,Existente,2004,62.2,HUESCA,HUESCA,EE
49,E,241.69,E,Vivienda individual,Existente,2005,68.77,HUESCA,HUESCA,EE
68.89,E,260.28,E,Vivienda individual,Existente,1978,93.86,HUESCA,HUESCA,EE
53.1,E,262.4,E,Vivienda individual,Existente,2003,48.83,HUESCA,HUESCA,EE
24.83,D,121.11,D,Vivienda individual,Existente,1950,115,HUESCA,HUESCA,DD
155.02,G,629.45,G,Vivienda individual,Existente,1970,75,HUESCA,HUESCA,GG
29.45,D,142.91,E,Vivienda individual,Existente,1969,65.33,HUESCA,HUESCA,DE
76.85,G,365.64,G,Vivienda individual,Existente,1910,40,HUESCA,HUESCA,GG
58.95,E,226.99,E,Vivienda individual,Existente,1970,110,HUESCA,HUESCA,EE
26.73,D,128.41,D,Vivienda individual,Existente,2010,56,HUESCA,HUESCA,DD
63.08,C,253.66,C,Local,Existente,2004,89,HUESCA,HUESCA,CC
28.47,D,135.53,D,Vivienda individual,Existente,1974,94,HUESCA,HUESCA,DD
60.67,E,298.29,E,Vivienda individual,Existente,2001,61.51,HUESCA,HUESCA,EE
29.72,D,144.74,E,Vivienda individual,Existente,1998,121.14,HUESCA,HUESCA,DE
42.45,E,203.51,E,Vivienda individual,Existente,2005,52,HUESCA,HUESCA,EE
50.75,E,249.64,E,Vivienda individual,Existente,2004,63,HUESCA,HUESCA,EE
44.06,E,211.54,E,Vivienda individual,Existente,1991,59.15,HUESCA,HUESCA,EE
86.53,F,347.97,F,Local,Existente,1969,369,HUESCA,HUESCA,FF
24.36,D,117.24,D,Vivienda individual,Existente,2006,56.74,HUESCA,HUESCA,DD
24.94,D,118.42,D,Vivienda individual,Existente,1970,67,HUESCA,HUESCA,DD
56.32,E,277.54,E,Vivienda individual,Existente,1968,87.55,HUESCA,HUESCA,EE
118.23,G,470.09,G,Vivienda individual,Existente,1938,60.51,HUESCA,HUESCA,GG
77.57,E,311.94,E,Vivienda individual,Existente,1888,58,HUESCA,HUESCA,EE
101.69,G,393.3,G,Vivienda individual,Existente,1888,30,HUESCA,HUESCA,GG
52.47,E,256.34,E,Vivienda individual,Existente,1961,70.43,HUESCA,HUESCA,EE
26.1,D,117.59,D,Vivienda individual,Existente,2006,62.2,HUESCA,HUESCA,DD
60.48,E,267.21,E,Vivienda individual,Existente,2006,37,HUESCA,HUESCA,EE
37,E,180.56,E,Vivienda individual,Existente,1987,70,HUESCA,HUESCA,EE
74.57,E,367.53,F,Vivienda individual,Existente,1968,71,HUESCA,HUESCA,EF
36.47,E,171.42,E,Vivienda individual,Existente,1994,110,HUESCA,HUESCA,EE
81.56,F,401.33,G,Vivienda individual,Existente,1934,71.9,HUESCA,HUESCA,FG
56.54,E,277.07,E,Vivienda individual,Existente,2007,42,HUESCA,HUESCA,EE
56.99,E,281.7,E,Vivienda individual,Existente,1999,51,HUESCA,HUESCA,EE
37.2,E,173.38,E,Vivienda individual,Existente,2007,40,HUESCA,HUESCA,EE
56.89,E,281.18,E,Vivienda individual,Existente,2000,51,HUESCA,HUESCA,EE
76.51,E,288.48,E,Vivienda individual,Existente,1975,110,HUESCA,HUESCA,EE
41.67,E,202.3,E,Vivienda individual,Existente,2005,53.28,HUESCA,HUESCA,EE
44.14,E,192.51,E,Vivienda individual,Existente,1971,63.99,HUESCA,HUESCA,EE
40.2,F,161.67,G,Local,Existente,1993,75,HUESCA,HUESCA,FG
37.7,E,177.09,E,Vivienda individual,Existente,2001,38,HUESCA,HUESCA,EE
53.44,C,214.93,C,Local,Existente,1957,50.5,HUESCA,HUESCA,CC
167.98,G,675.52,G,Vivienda individual,Existente,1888,33,HUESCA,HUESCA,GG
33.97,E,166.54,E,Vivienda individual,Existente,1940,50,HUESCA,HUESCA,EE
92.73,G,356.04,F,Bloque completo,Existente,1888,188,HUESCA,HUESCA,GF
34.79,E,167.23,E,Vivienda individual,Existente,1999,63,HUESCA,HUESCA,EE
72.29,E,357.31,F,Unifamiliar,Existente,1954,95.14,HUESCA,HUESCA,EF
28.55,D,134.94,D,Vivienda individual,Existente,1888,57,HUESCA,HUESCA,DD
74.14,E,363.54,F,Vivienda individual,Existente,1968,49,HUESCA,HUESCA,EF
37.04,E,169.4,E,Vivienda individual,Existente,1955,68.55,HUESCA,HUESCA,EE
50.99,E,192.91,E,Vivienda individual,Existente,1976,87,HUESCA,HUESCA,EE
28,D,135,D,Vivienda individual,Existente,2010,86.18,HUESCA,HUESCA,DD
61.34,E,301.36,E,Vivienda individual,Existente,1970,68,HUESCA,HUESCA,EE
120.4,G,462.25,G,Vivienda individual,Existente,1963,42.96,HUESCA,HUESCA,GG
42.61,E,208.98,E,Vivienda individual,Existente,2006,42.73,HUESCA,HUESCA,EE
43.79,E,210.06,E,Vivienda individual,Existente,1995,67.88,HUESCA,HUESCA,EE
108.63,G,436.85,G,Vivienda individual,Existente,1966,47.84,HUESCA,HUESCA,GG
51.12,E,251.48,E,Vivienda individual,Existente,1960,54.24,HUESCA,HUESCA,EE
46.95,E,229.87,E,Vivienda individual,Existente,1969,54.12,HUESCA,HUESCA,EE
69.43,E,337.57,F,Vivienda individual,Existente,1960,60.2,HUESCA,HUESCA,EF
64.98,E,320.3,E,Vivienda individual,Existente,1970,57.31,HUESCA,HUESCA,EE
44.54,E,196.41,E,Vivienda individual,Existente,1976,91.87,HUESCA,HUESCA,EE
57.01,E,215.72,E,Vivienda individual,Existente,1977,131,HUESCA,HUESCA,EE
124.85,G,502.09,G,Vivienda individual,Existente,1994,89.27,HUESCA,HUESCA,GG
52.69,E,259.24,E,Vivienda individual,Existente,1997,50.32,HUESCA,HUESCA,EE
52.14,D,196.57,D,Local,Existente,1982,35.87,HUESCA,HUESCA,DD
184.13,G,745.86,G,Vivienda individual,Existente,1960,77.15,HUESCA,HUESCA,GG
95.66,D,368.39,D,Vivienda individual,Existente,1945,61.5,HUESCA,HUESCA,DD
123.99,G,498.64,G,Vivienda individual,Existente,1900,30.72,HUESCA,HUESCA,GG
37.56,E,184.13,E,Vivienda individual,Existente,1995,80.67,HUESCA,HUESCA,EE
51.36,D,193.59,D,Local,Existente,1982,50.46,HUESCA,HUESCA,DD
22.09,D,107.81,D,Vivienda individual,Existente,1960,54.72,HUESCA,HUESCA,DD
48.08,E,235.33,E,Vivienda individual,Existente,1970,81.22,HUESCA,HUESCA,EE
54.5,E,205.82,E,Vivienda individual,Existente,1980,106.6,HUESCA,HUESCA,EE
78.72,F,388.6,G,Vivienda individual,Existente,1993,48.6,HUESCA,HUESCA,FG
46.78,E,231.13,E,Vivienda individual,Existente,2006,42,HUESCA,HUESCA,EE
44.17,E,212.68,E,Vivienda individual,Existente,1888,50.28,HUESCA,HUESCA,EE
102.66,G,507.8,G,Vivienda individual,Existente,1968,78,HUESCA,HUESCA,GG
41.11,E,187.43,E,Vivienda individual,Existente,1955,70,HUESCA,HUESCA,EE
84.87,F,342.28,F,Vivienda individual,Existente,1962,74.46,HUESCA,HUESCA,FF
23.3,D,112.75,D,Vivienda individual,Existente,2006,40,HUESCA,HUESCA,DD
31.76,E,154.01,E,Vivienda individual,Existente,2001,56,HUESCA,HUESCA,EE
20.45,D,98.99,D,Vivienda individual,Existente,2008,60.05,HUESCA,HUESCA,DD
38.44,E,186.94,E,Vivienda individual,Existente,1987,70,HUESCA,HUESCA,EE
67.04,E,331.43,F,Vivienda individual,Existente,1888,42.11,HUESCA,HUESCA,EF
94.54,G,467.03,G,Vivienda individual,Existente,1965,45,HUESCA,HUESCA,GG
74.4,E,367.2,F,Vivienda individual,Existente,1965,51.22,HUESCA,HUESCA,EF
34.69,E,135.02,D,Vivienda individual,Existente,1969,62.24,HUESCA,HUESCA,ED
